# xc7z030sbg485-1; native synth_xilinx -abc9; ps excluding launch FF clock-to-Q
# op width cases cell_ps routed_ps; held-out widths excluded
sel_d16 1 2 159 1443
sel_d16 64 2 159 2316
sel_d16 1024 2 159 2819
sel_d16 1 4 263 1581
sel_d16 64 4 389 3224
sel_d16 1024 4 389 3832
sel_d16 1 8 497 2503
sel_d16 64 8 231 3312
sel_d16 1024 8 212 4035
sel_d16 1 16 607 3203
sel_d16 64 16 1125 4553
sel_d16 1024 16 708 4938
sel_d16 1 32 1181 4171
sel_d16 64 32 1122 6748
sel_d16 1024 32 1672 8863
sel_d2 1 1 53 656
sel_d2 64 1 53 1495
sel_d2 1024 1 158 1701
sel_d2 1 2 53 656
sel_d2 64 2 153 1174
sel_d2 1024 2 158 1862
sel_d2 1 3 53 730
sel_d2 64 3 53 1305
sel_d2 1024 3 53 1910
sel_d3 1 1 53 656
sel_d3 64 1 158 1205
sel_d3 1024 1 53 2083
sel_d3 1 2 53 730
sel_d3 64 2 53 1313
sel_d3 1024 2 53 1931
sel_d3 1 4 106 1022
sel_d3 64 4 206 2216
sel_d3 1024 4 106 3667
sel_d3 1 7 382 1504
sel_d3 64 7 382 2757
sel_d3 1024 7 382 3805
sel_d32 1 1 159 1464
sel_d32 64 1 259 2432
sel_d32 1024 1 159 2814
sel_d32 1 2 159 1650
sel_d32 64 2 212 2269
sel_d32 1024 2 153 4431
sel_d32 1 4 445 2635
sel_d32 64 4 432 3122
sel_d32 1024 4 483 4089
sel_d32 1 8 672 3319
sel_d32 64 8 623 3839
sel_d32 1024 8 393 4484
sel_d32 1 16 1120 4055
sel_d32 64 16 1046 4576
sel_d32 1024 16 1202 6095
sel_d32 1 32 1267 4408
sel_d32 64 32 1827 7181
sel_d32 1024 32 1945 8717
sel_d4 1 1 53 730
sel_d4 64 1 158 1294
sel_d4 1024 1 158 2135
sel_d4 1 2 106 1046
sel_d4 64 2 158 2469
sel_d4 1024 2 153 3536
sel_d4 1 4 240 1365
sel_d4 64 4 211 2562
sel_d4 1024 4 106 3855
sel_d4 1 8 261 1505
sel_d4 64 8 507 3178
sel_d4 1024 8 492 4370
sel_d4 1 15 346 2026
sel_d4 64 15 452 3783
sel_d4 1024 15 386 4294
sel_d5 1 1 106 887
sel_d5 64 1 53 1981
sel_d5 1024 1 153 3897
sel_d5 1 2 106 868
sel_d5 64 2 153 1758
sel_d5 1024 2 53 3575
